cbsa,name,cong,adherents,pct_pop,rank_adherents,rank_pct
41620,"Salt Lake City, UT Metro Area",1476,653868,51.97943297592247,1,7
39340,"Provo-Orem, UT Metro Area",1356,554604,82.63057130299396,2,1
36260,"Ogden-Clearfield, UT Metro Area",1083,442947,63.74594704279837,3,4
38060,"Phoenix-Mesa-Chandler, AZ Metro Area",617,301196,6.21556834822173,4,44
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",314,198134,1.500901674252204,5,262
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",237,132329,5.841151094633719,6,53
41100,"St. George, UT Metro Area",284,116156,64.43124268494944,7,3
14260,"Boise City, ID Metro Area",265,115016,15.040315515000302,8,21
30860,"Logan, UT-ID Metro Area",276,113846,77.26334934983848,9,2
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",172,108532,2.359473885933834,10,154
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",199,105071,1.3757453956438241,11,293
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",184,104512,2.6006018768964174,12,133
26820,"Idaho Falls, ID Metro Area",213,92507,58.76109230192659,13,5
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",162,85938,1.2066147728804422,14,342
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",151,83481,3.322152178056946,15,109
40900,"Sacramento-Roseville-Folsom, CA Metro Area",120,75384,3.1444300491119064,16,114
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",134,72147,1.1299165158221514,17,372
41860,"San Francisco-Oakland-Berkeley, CA Metro Area",112,70288,1.480056466529431,18,267
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",108,68148,2.0659460855614777,19,176
19740,"Denver-Aurora-Lakewood, CO Metro Area",119,63656,2.1477680332246782,20,169
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",107,62194,0.308801135226735,21,854
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",87,49952,0.8202548024857897,22,568
46520,"Urban Honolulu, HI Metro Area",77,41888,4.120774258540021,23,86
28140,"Kansas City, MO-KS Metro Area",64,36065,1.6452748245351922,24,223
39940,"Rexburg, ID Micro Area",97,35114,52.961493793457116,25,6
41700,"San Antonio-New Braunfels, TX Metro Area",66,34652,1.3545763469829482,26,300
38540,"Pocatello, ID Metro Area",92,33742,35.55682009779127,27,15
44060,"Spokane-Spokane Valley, WA Metro Area",64,33600,5.735902653537823,28,55
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",65,33104,0.34417001732702246,29,846
28420,"Kennewick-Richland, WA Metro Area",60,31500,10.374742278227533,30,26
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",48,30816,0.502025549933508,31,768
46060,"Tucson, AZ Metro Area",61,29656,2.8421566118763733,32,126
12420,"Austin-Round Rock-Georgetown, TX Metro Area",56,29549,1.2940954404693763,33,311
25720,"Heber, UT Micro Area",86,29326,38.01412923715082,34,12
43320,"Show Low, AZ Micro Area",65,29315,27.469850164453646,35,17
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",45,28251,1.412219540627493,36,284
46300,"Twin Falls, ID Metro Area",62,26970,23.599310483623988,37,18
16260,"Cedar City, UT Micro Area",75,25575,44.64207788580705,38,10
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",40,24629,0.9212695857223226,39,478
10740,"Albuquerque, NM Metro Area",45,24355,2.6573110696018016,40,130
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",47,22929,0.4639965096551099,41,788
13940,"Blackfoot, ID Micro Area",70,22820,47.54959159859977,42,9
17820,"Colorado Springs, CO Metro Area",46,22719,3.008720641500189,43,118
12540,"Bakersfield, CA Metro Area",37,21571,2.372433969215879,44,152
11260,"Anchorage, AK Metro Area",40,20360,5.111365507822699,45,66
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",40,19901,0.5392843487222178,46,749
41180,"St. Louis, MO-IL Metro Area",38,19824,0.7029156604035169,47,676
23420,"Fresno, CA Metro Area",34,19822,1.9651932178923595,48,183
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",34,19822,2.3490151604030607,49,156
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",35,19713,0.7409985757400682,50,644
39900,"Reno, NV Metro Area",38,19608,3.996771274123719,51,89
36420,"Oklahoma City, OK Metro Area",31,18819,1.3199877954260906,52,308
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37,18600,0.2978358383302234,53,856
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",35,17455,0.8773477408358503,54,518
39580,"Raleigh-Cary, NC Metro Area",30,17327,1.2254045666776523,55,335
15420,"Burley, ID Micro Area",52,16952,36.638713581741165,56,14
27260,"Jacksonville, FL Metro Area",27,16684,1.0389526281441333,57,407
12580,"Baltimore-Columbia-Towson, MD Metro Area",30,16412,0.5769710776196955,58,733
41420,"Salem, OR Metro Area",32,16384,3.7807514889708846,59,95
18140,"Columbus, OH Metro Area",30,16080,0.7517791639355452,60,635
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",26,15994,0.5037044035555975,61,765
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",30,15420,0.7304456571168713,62,652
36540,"Omaha-Council Bluffs, NE-IA Metro Area",30,15382,1.5896999185617255,63,235
46860,"Vernal, UT Micro Area",50,15350,43.09376754632229,64,11
19820,"Detroit-Warren-Dearborn, MI Metro Area",27,14571,0.3317591980584881,65,849
22660,"Fort Collins, CO Metro Area",29,14376,4.00372076442771,66,88
22380,"Flagstaff, AZ Metro Area",30,13530,9.324539458721857,67,33
17140,"Cincinnati, OH-KY-IN Metro Area",25,13245,0.5868711019263728,68,729
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",25,13167,2.4083405734144225,69,149
22140,"Farmington, NM Metro Area",24,12936,10.632823994542212,70,24
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",26,12746,0.7082393811323606,71,670
33700,"Modesto, CA Metro Area",21,12243,2.21441258288447,72,166
40060,"Richmond, VA Metro Area",25,12218,0.929525560050942,73,471
46140,"Tulsa, OK Metro Area",21,12089,1.1906462030608738,74,346
40940,"Safford, AZ Micro Area",35,11830,30.700957620740667,75,16
44700,"Stockton, CA Metro Area",20,11660,1.4963431990174954,76,264
39150,"Prescott Valley-Prescott, AZ Metro Area",24,10824,4.582382551045896,77,75
43420,"Sierra Vista-Douglas, AZ Metro Area",24,10824,8.6283450381436,78,35
21660,"Eugene-Springfield, OR Metro Area",21,10752,2.8075232850529153,79,127
14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",20,10500,3.809717318974932,80,93
46700,"Vallejo, CA Metro Area",18,10494,2.3140481288493047,81,158
32580,"McAllen-Edinburg-Mission, TX Metro Area",21,10374,1.191344321936285,82,345
21340,"El Paso, TX Metro Area",21,10291,1.1844269323330943,83,349
25900,"Hilo, HI Micro Area",19,10281,5.124383812908403,84,65
21740,"Evanston, WY Micro Area",26,10114,49.457212713936435,85,8
31140,"Louisville/Jefferson County, KY-IN Metro Area",19,10079,0.7840901046257349,86,603
17900,"Columbia, SC Metro Area",16,9853,1.187866951185697,87,347
36620,"Ontario, OR-ID Micro Area",25,9818,17.23756518075039,88,19
48620,"Wichita, KS Metro Area",17,9685,1.4954988341748892,89,265
32820,"Memphis, TN-MS-AR Metro Area",18,9627,0.7196255883819375,90,662
34180,"Moses Lake, WA Micro Area",22,9614,9.69906076289055,91,31
13740,"Billings, MT Metro Area",19,9557,5.189311874548643,92,63
49420,"Yakima, WA Metro Area",18,9450,3.680938580910536,93,98
24540,"Greeley, CO Metro Area",19,9419,2.86308327836562,94,124
17020,"Chico, CA Metro Area",16,9328,4.407651016859454,95,81
38300,"Pittsburgh, PA Metro Area",17,8705,0.3671555043801377,96,836
17660,"Coeur d'Alene, ID Metro Area",20,8700,5.076971557288081,97,67
21220,"Elko, NV Micro Area",20,8643,15.556995518116528,98,20
17460,"Cleveland-Elyria, OH Metro Area",16,8639,0.4136954800931497,99,810
24300,"Grand Junction, CO Metro Area",17,8428,5.412869373101353,100,59
40380,"Rochester, NY Metro Area",14,8290,0.7604562737642585,101,628
32780,"Medford, OR Metro Area",16,8192,3.669280969636163,102,99
42200,"Santa Maria-Santa Barbara, CA Metro Area",14,8162,1.8209442048595696,103,198
47300,"Visalia, CA Metro Area",14,8162,1.7251546657592098,104,213
44180,"Springfield, MO Metro Area",16,8022,1.6873075434552156,105,217
39220,"Price, UT Micro Area",25,7675,37.60043111894964,106,13
29420,"Lake Havasu City-Kingman, AZ Metro Area",17,7667,3.5950240777991906,107,101
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",14,7616,4.6226495259599165,108,74
12260,"Augusta-Richmond County, GA-SC Metro Area",13,7592,1.2425531914893617,109,327
28660,"Killeen-Temple, TX Metro Area",15,7410,1.5587956252747877,110,245
36500,"Olympia-Lacey-Tumwater, WA Metro Area",14,7350,2.4932749420780005,111,142
12940,"Baton Rouge, LA Metro Area",12,7114,0.8171667036156812,112,571
19430,"Dayton-Kettering, OH Metro Area",14,7100,0.8721833697971498,113,524
26620,"Huntsville, AL Metro Area",13,7051,1.43393739971488,114,277
42220,"Santa Rosa-Petaluma, CA Metro Area",12,6996,1.431075781967545,115,280
49700,"Yuba City, CA Metro Area",12,6996,3.860756699483466,116,91
28940,"Knoxville, TN Metro Area",14,6828,0.7761092918286876,117,610
16700,"Charleston-North Charleston, SC Metro Area",11,6670,0.8341295289356657,118,553
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",11,6512,1.2771006363930537,119,317
22180,"Fayetteville, NC Metro Area",12,6508,1.2506293502031216,120,324
25840,"Hermiston-Pendleton, OR Micro Area",15,6476,7.019217220710809,121,38
13820,"Birmingham-Hoover, AL Metro Area",12,6466,0.5797600442575871,122,730
39820,"Redding, CA Metro Area",11,6413,3.5206280365622686,123,103
41500,"Salinas, CA Metro Area",11,6413,1.4607035885521655,124,271
48300,"Wenatchee, WA Metro Area",12,6300,5.163426548208373,125,64
13140,"Beaumont-Port Arthur, TX Metro Area",13,6258,1.5740822255480236,126,241
19780,"Des Moines-West Des Moines, IA Metro Area",13,6230,0.87812523785495,127,516
